Aarón Irízar López
Adán Augusto López Hernández
Adolfo Romero Lainas
Adriana Dávila Fernández
Alejandro de Jesús Encinas Rodríguez
Alejandro Tello Cristerna
Alonso Lujambio Irazábal
Ana Gabriela Guevara Espinoza
Ana Lilia Herrera Anzaldo
Ángel Benjamín Robles Montoya
Angélica De la Peña Gómez
Angélica del Rosario Araujo Lara
Arely Gómez González
Armando  Neyra Chávez
Armando Ríos Piter
Arturo Zamora Jiménez
Blanca María del Socorro Alcalá Ruiz
Braulio Manuel Fernández Aguirre
Carlos Alberto Puente Salas
Carlos Mendoza Davis
Carlos Romero Deschamps
César Octavio Pedroza Gaitán
Claudia Artemiza Pavlovich Arellano
Daniel Amador Gaxiola
Daniel Gabriel Ávila Ruiz
David Monreal Ávila
David Penchyna Grub
Diva Hadamira Gastélum Bajo
Emilio Gamboa Patrón
Enrique Burgos García
Ernesto Gándara Camou
Ernesto Javier Cordero Arroyo
Ernesto Ruffo Appel
Eviel Pérez Magaña
Félix Arturo González Canto
Fernando Enrique Mayans Canabal
Fernando Herrera Ávila
Fernando Torres Graciano
Fernando Yunes Márquez
Fidel Demédicis Hidalgo
Francisco de Paula Búrquez Valenzuela
Francisco Domínguez Servién
Francisco García Cabeza de Vaca
Francisco Salvador López Brito
Gabriela Cuevas Barron
Gerardo Sánchez García
Graciela Ortiz González
Héctor Larios Córdova
Héctor Yunes Landa
Hilda Esthela Flores Escalera
Humberto Domingo Mayans Canabal
Iris Vianey Mendoza Mendoza
Isaías González Cuevas
Isidro Pedraza Chávez
Ismael Hernández Deras
Itzel Sarahí Ríos de la Mora
Ivonne Liliana Álvarez García
Javier Corral Jurado
Javier Lozano Alarcón
Jesús Casillas Romero
Joel  Ayala Almeida
Jorge Emilio González Martínez
Jorge Luis Lavalle Maury
Jorge Luis Preciado Rodríguez
José Ascención Orihuela Bárcenas
José Francisco Yunes Zorrilla
José María Martínez Martínez
José Rosas Aispuro Torres
Juan Carlos Romero Hicks
Juan Gerardo Flores Ramírez
Juana Leticia Herrera Ale
Laura Angélica Rojas Hernández
Layda Sansores San Román
Lilia Guadalupe Merodio Reza
Lisbeth Hernández Lecona
Lorena Cuéllar Cisneros
Luis Armando Melgar Bravo
Luis Fernando Salazar Fernández
Luis Sánchez Jiménez
Luisa María Calderón Hinojosa
Luz María Beristain Navarrete
Ma. del Rocío Pineda Gochi
Maki Esther Ortiz Domínguez
Manuel Bartlett Díaz
Manuel Cavazos Lerma
Manuel Humberto Cota Jiménez
Marcela Guerra Castillo
Marco Antonio Blásquez Salinas
Margarita Flores Sánchez
María Alejandra Barrales Magdaleno
María Cristina Díaz Salazar
María de los Dolores Padierna Luna
María Elena Barrera Tapia
María Lucero Saldaña Pérez
María Marcela Torres Peimbert
Mariana Gómez del Campo Gurza
Mario Delgado Carrillo
Martha Elena García Gómez
Martha Palafox Gutiérrez
Martín Orozco Sandoval
Mely Romero Celis
Miguel Ángel Chico Herrera
Miguel Barbosa Huerta
Miguel Romo Medina
Mónica Tzasna Arriola Gordillo
Ninfa Salinas Sada
Omar Fayad Meneses
Óscar Román Rosas González
Pablo Escudero Morales
Patricio Martínez García
Rabindranath Salazar Solorio
Raúl Aarón Pozos Lanz
Raúl Cervantes Andrade
Raúl Gracia Guzmán
Raúl Morón Orozco
René Juárez Cisneros
Ricardo Barroso Agramont
Roberto Armando Albores Gleason
Roberto Gil Zuarth
Rosa Adriana Díaz Lizama
Salvador Vega Casillas
Silvia Guadalupe Garza Galván
Sofío Ramírez Hernández
Sonia Mendoza Díaz
Teófilo Torres Corzo
Víctor Hermosillo y Celada
Víctor Manuel Camacho Solís
Zoé Robledo Aburto
