25.844521018455385	24.744253841707728	PRI
25.500623883776488	24.456003752564897	PRD
25.316531927857234	24.684931121284457	PRD
25.834373098736833	24.764773856287	PAN
-23.48106224334713	-25.49094080786513	Independiente
-22.963735241068072	-25.257799685512488	PRI
-24.251332939820244	-25.859883443826362	PAN
-23.628238572995038	-25.341495199594767	PT
-23.36532683407791	-24.14598267261333	PRI
-23.37370013902303	-24.39271534306418	PT
-23.921450186076264	-23.252911586359822	PRD
-23.946208627903776	-25.12125132875499	PRI
-23.760356562422377	-26.36983465997223	PRI
-22.66554306120003	-22.339616248563175	PRI
-21.274563377134694	-21.310874861390896	Independiente
-23.985780737881914	-26.165540465870116	PRI
-23.59380598123239	-25.305954923724382	PRI
-24.32967328793813	-25.651940353391353	PRI
-24.30650956159285	-25.429887798300026	PVEM
-23.824843940179996	-25.86790489055216	PAN
-23.038427012849933	-23.736719216829243	PRI
-24.2475079174305	-25.096965515419154	PAN
-22.397262921849233	-21.63500872306861	PRI
-23.37007970516664	-23.39351498749265	PRI
-22.780983453933157	-22.59130571476917	PAN
-23.66500992463637	-24.57479260373127	PT
-22.284783920472222	-20.686465834518312	PRI
-22.62985115216264	-22.27023515481762	PRI
-23.37145260712963	-25.736178270146752	PRI
25.5850949644897	24.587816450960595	PRI
-22.467501151848737	-23.12448957340144	PRI
-23.157083871444488	-23.16260886042216	PAN
-23.19524607920122	-23.580107687160215	PAN
-24.10710446479445	-24.325248618063284	PRI
17.144133919252557	18.53695410220769	PRI
-22.11984502381343	-19.381451072231744	PRD
-23.698622144990935	-26.27033615391149	PAN
-22.512713111810434	-21.082958538600085	PAN
-23.878360222674814	-25.825603515399404	PAN
-23.77480603248679	-23.643378261064115	PT
-22.92857012520507	-23.225308534597065	PAN
-22.23509717227296	-20.783234395785005	PAN
-23.259656348350973	-23.644419950255802	PAN
-22.346219824809452	-24.486797943164834	PAN
-22.049938539029405	-19.673641236581886	PAN
-21.912649939552093	-20.592059512380757	PRI
-22.744779171756687	-21.77416646765017	PRI
-24.32547320391311	-24.930323386772468	PAN
-21.24216271750214	-20.74477227524691	PRI
-21.363672543951154	-19.0714766010476	PRI
-22.84712618721693	-23.272689221843695	PRI
-22.44738468037094	-20.31718867282267	PRD
-21.27889157980008	-19.301868723233998	PRI
-20.981600305702322	-19.42577859874371	PRD
17.610017380884532	18.159975103246417	PRI
-20.97889311504383	-19.751566185212486	PRI
-21.415970215315976	-18.935200937019395	PRI
-21.275270996362075	-20.08192767645304	PAN
-21.68875245896291	-20.091726495002526	PAN
-21.9070523433134	-19.832873227818112	PRI
-21.754893578784294	-20.715821616517548	PRI
-21.5241953074826	-20.676282918913007	PVEM
-21.535883573190095	-20.051090022242764	PAN
-21.329839309775398	-19.418143117743078	PAN
-21.387972375068493	-21.543259443702837	PRI
17.638049733120617	18.274579530703754	PRI
25.459376897997487	24.279636064241622	PAN
-21.629987440836338	-19.587114912119603	PAN
-21.958208399481542	-20.007066013034258	PAN
-21.774346146494317	-21.085409931124946	PVEM
16.68705578885367	18.0683913848458	PRI
17.90662174203035	18.024049903495246	PAN
18.091726603838378	18.082170186383184	PT
16.892175023526157	18.61175328948243	PRI
18.021863171660964	18.667212019598928	PRI
16.940193639309275	18.031573980186913	PT
17.750921876552834	18.309885688126	PVEM
17.194343791530123	17.89372066354645	PAN
16.82591938478465	18.65682965469263	PRD
16.946523976837774	18.182445831672222	Independiente
24.955805829802028	23.578328863265682	PT
24.280475802817822	23.71249287560031	PRI
24.786478947204134	22.99439638710668	PAN
18.31691261604449	18.404633780797422	PT
16.41645597682989	18.35273042620035	PRI
24.201069717153114	22.728833065887006	PRI
19.112912653169154	18.588541359330762	PRI
16.72666522116688	17.996969071071938	PT
17.22861045820073	18.124552045948466	PRI
24.170383534702253	23.366871033234695	PRD
24.616845375885894	23.913958628032496	PRI
23.71353084997625	23.216152107359875	PT
24.238347842740428	21.626556996381566	PVEM
23.55066654499621	23.366153706715483	PRI
23.933301927017002	22.447366779389935	PAN
21.931482963886268	21.6037188305849	PAN
23.63829375014448	23.307893991250904	PT
23.571735239734792	22.76841773991194	PAN
23.18677170447507	23.105982183880712	PAN
23.29664900651055	23.219127128224322	PRI
16.568314474334894	18.469031395304206	PRI
23.582783945961665	22.802530593417647	PT
18.044507919313112	18.021882565592556	PRI
24.239706793272195	24.051746727115138	PVEM
24.37761177295163	23.169433410897923	PRI
24.031625636928855	22.970269863757665	PRI
23.679687840931063	24.171242346255184	PVEM
23.679625559316893	24.052173870518892	PRI
24.20218685186218	23.55467350369753	PT
24.51152241463791	22.54171504795947	PRI
23.377989522094985	22.48172395943128	PRI
18.803251081579475	18.56624392731376	PAN
24.400805244751925	23.312305455282704	Independiente
23.39981139310553	23.707527020562114	PRI
23.772534671067707	22.937989962877854	PRI
24.634418641127	23.104765423805194	PRI
18.77529198292873	18.483830655756005	PAN
24.590809639507036	23.611856103843998	PAN
24.581871768920152	22.54789341371514	PAN
24.225491377266692	22.45950604709777	PAN
18.779879210706273	18.41962789273982	PRI
16.24501763261172	18.2930833106983	PAN
19.229620336972406	18.7418282782365	PRD
16.32354782989258	18.55984410740358	PRI
17.02227200500272	19.40253941329922	PT
18.987695127967523	18.51250977795775	PAN
18.270306343347702	20.39066992148178	PRD
-21.908391192179057	-18.335966833996242	Independiente
